Temp,humidity,rain (mm)
10.26,89.3,0.0
10.28,89.4,0.0
10.4,88.8,0.0
10.4,88.9,0.0
10.32,89.3,0.0
10.39,89.2,0.0
10.66,88.5,0.0
10.72,88.0,0.0
10.68,88.4,0.0
10.72,88.4,0.0
10.72,88.4,0.0
10.72,88.6,0.0
10.78,88.7,0.0
10.89,88.9,0.0
11.0,88.6,0.0
10.96,89.2,0.0
11.05,88.9,0.0
11.09,89.2,0.0
11.17,89.0,0.0
11.26,88.8,0.0
11.35,88.4,0.0
11.42,88.5,0.0
11.46,88.5,0.0
11.5,88.7,0.0
11.51,88.6,0.0
11.46,89.2,0.0
11.62,89.3,0.0
11.61,89.2,0.0
11.31,90.6,0.0
11.04,91.8,0.0
10.82,92.8,0.0
10.86,93.1,0.0
10.9,92.7,0.0
10.78,93.2,0.0
10.59,94.1,0.0
10.55,94.2,0.0
10.46,94.8,0.0
10.45,94.9,0.0
10.32,95.5,0.0
10.34,95.3,0.0
10.33,95.3,0.0
10.1,96.3,0.0
9.96,96.9,0.0
9.9,97.3,0.0
10.04,96.7,0.0
10.16,96.0,0.0
10.32,94.9,0.0
10.27,95.0,0.0
10.26,95.1,0.0
10.42,94.1,0.0
10.54,93.3,0.0
10.46,93.7,0.0
10.32,94.4,0.0
10.2,94.8,0.0
10.23,94.6,0.0
10.19,94.8,0.0
10.29,94.1,0.0
10.55,92.9,0.0
10.95,91.2,0.0
11.48,88.4,0.0
11.82,86.6,0.0
12.42,83.8,0.0
12.53,83.0,0.0
12.5,83.2,0.0
13.06,80.7,0.0
13.58,76.42,0.0
13.98,74.08,0.0
14.21,73.15,0.0
14.57,71.09,0.0
14.71,69.69,0.0
14.83,68.22,0.0
14.9,67.61,0.0
15.11,66.53,0.0
15.27,65.07,0.0
15.35,65.12,0.0
15.64,65.18,0.0
15.66,66.44,0.0
15.72,66.28,0.0
15.95,65.28,0.0
16.14,64.62,0.0
16.47,62.93,0.0
16.67,62.39,0.0
16.73,62.23,0.0
16.92,58.23,0.0
16.71,56.73,0.0
16.73,56.95,0.0
16.88,56.79,0.0
16.96,58.65,0.0
16.64,63.42,0.0
16.48,63.76,0.0
16.3,64.2,0.0
16.21,64.89,0.0
15.98,65.64,0.0
15.77,66.32,0.0
15.65,66.29,0.0
15.5,66.62,0.0
15.43,67.17,0.0
15.23,68.14,0.0
15.08,68.68,0.0
14.88,69.62,0.0
14.65,70.09,0.0
14.48,70.51,0.0
14.17,71.96,0.0
13.94,73.03,0.0
13.77,73.72,0.0
13.52,74.55,0.0
13.37,75.0,0.0
13.38,74.91,0.0
13.33,75.03,0.0
13.38,74.78,0.0
13.1,76.2,0.0
12.74,78.11,0.0
12.42,79.7,0.0
12.22,80.4,0.0
12.19,80.7,0.0
12.32,80.1,0.0
12.3,80.1,0.0
12.12,81.0,0.0
11.9,81.8,0.0
11.42,84.4,0.0
11.26,85.1,0.0
11.27,85.1,0.0
11.48,83.9,0.0
11.37,84.2,0.0
11.06,85.3,0.0
10.85,85.9,0.0
10.68,86.5,0.0
10.38,87.8,0.0
10.29,88.0,0.0
10.07,88.5,0.0
9.74,89.5,0.0
9.6,89.7,0.0
9.62,89.2,0.0
9.78,87.9,0.0
9.76,87.4,0.0
9.82,86.6,0.0
9.77,86.6,0.0
9.7,86.4,0.0
9.63,86.3,0.0
9.51,86.4,0.0
9.33,86.8,0.0
9.32,86.4,0.0
9.33,86.2,0.0
9.18,86.6,0.0
9.04,86.9,0.0
9.03,86.9,0.0
9.18,86.0,0.0
9.32,85.1,0.0
9.39,84.3,0.0
9.51,83.4,0.0
9.59,82.9,0.0
9.62,82.4,0.0
9.67,81.8,0.0
9.89,80.3,0.0
10.1,79.06,0.0
9.95,79.17,0.0
10.07,78.15,0.0
10.13,77.32,0.0
10.09,77.15,0.0
9.91,77.64,0.0
9.92,77.27,0.0
10.04,76.43,0.0
9.89,77.06,0.0
9.95,76.68,0.0
9.93,76.67,0.0
9.91,76.72,0.0
9.86,76.74,0.0
9.79,77.08,0.0
9.82,76.96,0.0
9.8,77.17,0.0
9.87,77.05,0.0
9.84,76.64,0.0
9.62,77.52,0.0
9.35,78.74,0.0
9.17,79.85,0.0
9.08,79.51,0.0
8.89,80.6,0.0
9.07,79.92,0.0
9.66,77.81,0.0
9.57,78.09,0.0
9.31,78.89,0.0
9.33,78.8,0.0
9.38,78.81,0.0
9.4,78.81,0.0
9.77,77.19,0.0
9.31,79.73,0.0
8.78,82.1,0.0
9.37,79.44,0.0
8.58,83.0,0.0
8.11,85.1,0.0
8.01,85.7,0.0
8.08,85.4,0.0
8.17,84.9,0.0
8.45,83.4,0.0
8.71,82.5,0.0
8.95,81.6,0.0
9.12,80.9,0.0
9.46,79.54,0.0
9.56,79.52,0.0
9.66,79.42,0.0
10.13,77.75,0.0
10.69,75.59,0.0
11.15,73.85,0.0
11.4,72.88,0.0
11.52,72.54,0.0
11.59,72.58,0.0
11.71,72.45,0.0
11.82,72.33,0.0
11.98,72.06,0.0
12.13,71.66,0.0
12.33,71.16,0.0
12.55,70.73,0.0
12.72,69.84,0.0
12.82,69.1,0.0
13.13,68.24,0.0
13.2,67.68,0.0
13.27,67.48,0.0
13.59,66.67,0.0
13.71,66.55,0.0
13.83,66.71,0.0
14.1,66.05,0.0
14.38,65.81,0.0
14.8,64.2,0.0
15.1,63.44,0.0
15.23,63.37,0.0
15.29,62.94,0.0
15.29,63.11,0.0
15.33,63.24,0.0
15.39,63.27,0.0
15.35,63.36,0.0
15.54,63.0,0.0
15.88,61.95,0.0
15.83,61.84,0.0
15.62,62.2,0.0
15.69,61.13,0.0
15.82,60.21,0.0
15.82,61.68,0.0
15.69,63.43,0.0
15.09,66.21,0.0
14.8,67.35,0.0
14.64,68.15,0.0
14.44,68.25,0.0
14.2,68.36,0.0
14.01,68.13,0.0
13.92,67.46,0.0
13.9,66.02,0.0
13.85,65.49,0.0
13.77,65.52,0.0
13.35,69.6,0.0
12.95,72.05,0.0
12.68,73.13,0.0
12.46,73.55,0.0
12.31,73.67,0.0
12.23,73.54,0.0
12.0,74.33,0.0
11.83,74.83,0.0
11.8,74.43,0.0
11.63,75.27,0.0
11.23,77.03,0.0
11.06,77.5,0.0
10.98,77.55,0.0
10.99,77.18,0.0
11.0,76.92,0.0
10.83,77.55,0.0
10.63,78.15,0.0
10.44,78.76,0.0
10.41,78.19,0.0
11.58,70.8,0.0
12.15,68.09,0.0
12.38,66.97,0.0
12.23,67.72,0.0
12.08,68.48,0.0
11.77,69.94,0.0
11.6,70.61,0.0
11.74,69.46,0.0
11.9,68.52,0.0
11.84,68.9,0.0
11.66,69.69,0.0
11.5,70.59,0.0
11.37,70.62,0.0
11.27,70.94,0.0
11.08,71.62,0.0
10.95,72.04,0.0
10.95,71.84,0.0
10.96,71.74,0.0
11.02,71.29,0.0
11.35,69.54,0.0
11.57,68.45,0.0
11.55,68.52,0.0
11.46,68.59,0.0
11.34,68.94,0.0
11.23,69.55,0.0
11.24,69.55,0.0
11.23,70.05,0.0
11.12,70.51,0.0
10.96,72.03,0.0
10.9,73.38,0.0
10.76,76.09,0.0
10.58,79.42,0.1
10.38,82.1,0.0
10.21,84.1,0.0
10.12,85.4,0.1
9.96,87.2,0.0
9.75,88.6,0.0
9.53,89.1,0.0
9.32,90.2,0.0
9.22,89.9,0.0
9.16,90.2,0.1
9.1,90.6,0.0
9.1,90.6,0.0
9.12,90.5,0.0
9.12,90.7,0.0
9.12,90.4,0.0
9.08,91.1,0.0
8.93,92.4,0.0
9.05,91.3,0.0
9.11,90.5,0.0
9.1,90.0,0.0
9.18,89.2,0.0
9.2,88.5,0.0
9.19,87.8,0.0
9.36,85.9,0.0
9.37,85.6,0.0
9.3,85.8,0.0
9.26,85.9,0.0
9.12,86.4,0.0
8.89,87.7,0.0
8.68,88.4,0.0
8.79,87.6,0.0
8.82,87.4,0.0
8.8,86.9,0.0
9.03,82.5,0.0
9.25,78.67,0.0
9.25,76.66,0.0
9.26,75.27,0.0
9.16,75.19,0.0
8.86,76.29,0.0
8.74,76.16,0.0
8.72,76.22,0.0
8.64,77.11,0.0
8.78,76.89,0.0
8.92,77.47,0.0
9.13,77.43,0.0
9.68,76.34,0.0
9.99,75.79,0.0
10.06,76.02,0.0
10.11,76.29,0.0
10.31,75.61,0.0
10.68,74.02,0.0
11.07,71.27,0.0
11.06,70.7,0.0
10.9,70.02,0.0
10.96,67.83,0.0
11.26,65.69,0.0
11.43,65.04,0.0
11.26,65.55,0.0
11.27,65.23,0.0
11.37,65.12,0.0
11.42,64.83,0.0
11.54,65.06,0.0
11.72,64.05,0.0
11.89,63.61,0.0
11.95,63.45,0.0
12.09,62.52,0.0
11.92,63.56,0.0
11.98,63.73,0.0
11.85,65.4,0.0
11.73,66.46,0.0
11.9,66.93,0.0
12.14,66.46,0.0
11.89,68.41,0.0
11.52,70.33,0.0
11.41,71.62,0.0
11.33,72.31,0.0
11.27,72.63,0.0
11.76,70.99,0.0
11.88,69.8,0.0
12.03,68.65,0.0
11.98,68.03,0.0
11.46,68.84,0.0
11.38,68.91,0.0
11.54,68.4,0.0
11.36,69.35,0.0
11.27,70.35,0.0
11.22,70.8,0.0
11.08,72.18,0.0
10.88,73.73,0.0
10.8,74.65,0.0
10.73,75.25,0.0
10.7,75.26,0.0
10.6,76.15,0.0
10.4,76.98,0.0
10.18,77.66,0.0
9.95,78.61,0.0
9.72,79.62,0.0
9.63,80.4,0.0
9.63,80.6,0.0
9.64,80.7,0.0
9.6,81.5,0.0
9.38,83.2,0.0
9.29,84.1,0.0
9.28,84.4,0.0
9.36,84.4,0.0
9.48,84.2,0.0
9.61,84.0,0.0
9.77,83.5,0.0
9.87,83.3,0.0
10.07,82.5,0.0
10.21,82.2,0.0
10.2,82.3,0.0
10.14,82.9,0.0
10.19,83.1,0.0
10.17,83.5,0.0
10.1,84.0,0.0
10.06,84.4,0.0
10.01,85.0,0.0
10.04,85.2,0.0
10.04,85.3,0.0
9.99,85.5,0.0
9.97,85.4,0.0
9.88,85.7,0.0
9.9,85.4,0.0
10.01,84.9,0.0
10.04,84.9,0.0
10.06,84.5,0.0
10.16,84.1,0.0
10.3,83.5,0.0
10.26,83.7,0.0
10.12,84.9,0.0
10.05,85.7,0.0
9.93,86.4,0.0
9.84,86.8,0.0
9.73,87.4,0.0
9.78,87.1,0.0
9.97,86.1,0.0
10.17,84.9,0.0
10.18,84.9,0.0
10.15,85.0,0.0
10.11,85.1,0.0
10.0,85.6,0.0
9.96,85.6,0.0
9.89,85.7,0.0
9.62,86.7,0.0
9.59,86.4,0.0
9.41,87.4,0.0
9.44,87.4,0.0
9.65,86.7,0.0
9.72,86.6,0.0
9.73,86.7,0.0
9.67,87.1,0.0
9.71,86.7,0.0
9.82,86.1,0.0
9.8,85.6,0.0
9.87,83.4,0.0
9.85,81.9,0.0
9.69,80.6,0.0
9.58,79.41,0.0
9.37,80.2,0.0
9.18,80.7,0.0
9.0,81.5,0.0
8.99,81.9,0.0
8.77,83.1,0.0
8.69,83.4,0.0
8.54,83.5,0.0
8.44,83.8,0.0
8.29,83.2,0.0
8.31,81.2,0.0
8.47,78.48,0.0
8.59,77.47,0.0
8.65,76.77,0.0
8.77,75.74,0.0
8.79,75.84,0.0
8.73,76.13,0.0
8.78,76.26,0.0
8.93,75.79,0.0
8.96,76.9,0.0
8.97,77.86,0.0
8.94,78.86,0.0
8.97,79.57,0.0
9.07,79.74,0.0
9.13,80.2,0.0
9.18,80.5,0.0
9.24,80.8,0.0
9.3,81.1,0.0
9.42,80.9,0.0
9.55,80.6,0.0
9.61,80.4,0.0
9.67,80.3,0.0
9.75,80.4,0.0
9.84,80.1,0.0
9.83,80.3,0.0
9.88,80.2,0.0
9.96,79.72,0.0
10.07,79.47,0.0
10.19,79.09,0.0
10.29,78.9,0.0
10.37,78.55,0.0
10.42,78.51,0.0
10.44,78.76,0.0
10.46,79.13,0.0
10.45,79.38,0.0
10.37,79.74,0.0
10.37,79.52,0.0
10.38,79.17,0.0
10.39,79.1,0.0
10.41,78.85,0.0
10.48,78.61,0.0
10.51,78.51,0.0
10.55,78.43,0.0
10.61,78.31,0.0
10.67,78.23,0.0
10.66,78.85,0.0
10.71,79.19,0.0
10.71,79.88,0.0
10.62,81.1,0.0
10.59,81.4,0.0
10.71,80.5,0.0
10.74,80.5,0.0
10.76,80.4,0.0
10.79,80.1,0.0
10.85,79.63,0.0
10.94,79.09,0.0
10.98,78.75,0.0
11.02,78.68,0.0
11.06,78.41,0.0
11.1,78.44,0.0
11.15,78.39,0.0
11.14,78.72,0.0
11.08,79.35,0.0
11.03,79.88,0.0
10.96,80.4,0.0
10.88,80.9,0.0
10.81,81.3,0.0
10.74,81.7,0.0
10.7,81.8,0.0
10.66,82.0,0.0
10.61,82.1,0.0
10.6,82.0,0.0
10.62,81.8,0.0
10.55,82.2,0.0
10.56,82.1,0.0
10.56,82.2,0.0
10.57,82.2,0.0
10.59,82.1,0.0
10.63,81.9,0.0
10.59,82.3,0.0
10.61,82.2,0.0
10.58,82.4,0.0
10.55,82.6,0.0
10.56,82.7,0.0
10.59,82.6,0.0
10.64,82.3,0.0
10.66,82.2,0.0
10.61,82.7,0.0
10.57,82.9,0.0
10.62,82.6,0.0
10.65,82.4,0.0
10.71,82.1,0.0
10.7,82.1,0.0
10.72,82.1,0.0
10.69,82.3,0.0
10.67,82.4,0.0
10.67,82.5,0.0
10.67,82.6,0.0
10.7,82.4,0.0
10.73,82.2,0.0
10.7,82.4,0.0
10.68,82.6,0.0
10.57,83.7,0.0
10.45,84.6,0.0
10.51,84.1,0.0
10.51,83.8,0.0
10.49,84.0,0.0
10.41,84.6,0.0
10.37,84.6,0.0
10.4,84.4,0.0
10.35,84.8,0.0
10.37,84.4,0.0
10.41,84.2,0.0
10.35,84.5,0.0
10.32,84.8,0.0
10.24,85.3,0.0
10.23,85.3,0.0
10.3,84.9,0.0
10.25,85.4,0.0
10.24,85.5,0.0
10.28,85.4,0.0
10.19,86.1,0.0
10.1,86.6,0.0
10.16,86.3,0.0
10.11,86.7,0.0
10.09,86.7,0.0
10.09,86.8,0.0
10.09,86.6,0.0
10.05,87.0,0.0
10.02,87.1,0.0
10.0,87.1,0.0
10.04,86.7,0.0
10.02,86.8,0.0
10.01,86.7,0.0
10.06,86.1,0.0
10.06,85.9,0.0
9.99,86.5,0.0
9.98,86.4,0.0
9.94,86.7,0.0
9.95,86.3,0.0
9.84,86.6,0.0
9.87,85.8,0.0
9.78,86.7,0.0
9.75,87.0,0.0
9.79,86.1,0.0
9.89,86.1,0.0
9.74,86.2,0.0
9.66,86.2,0.0
9.71,85.1,0.0
9.87,83.3,0.0
9.93,82.6,0.0
9.99,82.3,0.0
9.99,82.4,0.0
9.95,82.7,0.0
9.9,83.2,0.0
9.89,83.0,0.0
9.93,83.2,0.0
9.85,84.2,0.0
9.82,84.9,0.0
9.79,85.4,0.0
9.72,86.5,0.0
9.72,87.2,0.0
9.68,87.9,0.0
9.69,88.2,0.0
9.79,88.0,0.0
9.84,87.9,0.0
9.92,87.5,0.0
9.99,87.2,0.0
10.0,87.0,0.0
10.04,86.9,0.0
10.1,86.6,0.0
10.11,86.5,0.0
10.25,85.7,0.0
10.31,85.4,0.0
10.42,84.8,0.0
10.52,84.3,0.0
10.64,83.6,0.0
10.69,83.0,0.0
10.75,82.2,0.0
10.82,81.7,0.0
10.96,81.0,0.0
10.99,80.7,0.0
11.07,79.83,0.0
11.32,78.67,0.0
11.81,76.45,0.0
12.19,73.97,0.0
12.21,73.19,0.0
12.47,71.6,0.0
12.56,70.68,0.0
12.76,69.84,0.0
12.8,69.49,0.0
12.78,69.34,0.0
12.85,69.04,0.0
12.92,68.57,0.0
12.96,68.27,0.0
13.11,67.4,0.0
13.41,66.25,0.0
13.8,64.22,0.0
13.89,63.46,0.0
14.23,62.09,0.0
14.24,61.69,0.0
14.09,61.51,0.0
14.03,61.22,0.0
14.17,60.82,0.0
14.06,61.97,0.0
13.57,62.5,0.0
13.22,62.39,0.0
12.93,63.0,0.0
12.46,64.47,0.0
12.2,64.98,0.0
12.09,65.2,0.0
12.05,65.12,0.0
12.03,65.23,0.0
11.87,65.78,0.0
11.79,66.06,0.0
11.48,67.65,0.0
11.02,69.84,0.0
10.8,70.78,0.0
10.89,70.5,0.0
10.96,70.15,0.0
10.95,70.34,0.0
10.53,72.45,0.0
10.19,73.87,0.0
10.12,73.83,0.0
10.02,74.53,0.0
9.59,76.12,0.0
9.69,74.44,0.0
9.46,76.08,0.0
9.38,75.93,0.0
9.51,73.9,0.0
9.26,75.79,0.0
8.93,78.22,0.0
8.89,78.39,0.0
8.79,78.88,0.0
8.86,78.16,0.0
8.96,77.4,0.0
8.91,77.45,0.0
8.8,77.73,0.0
8.58,78.42,0.0
8.49,78.13,0.0
8.32,78.8,0.0
8.16,79.38,0.0
8.26,78.64,0.0
8.09,79.49,0.0
8.22,78.71,0.0
8.12,79.1,0.0
8.17,78.3,0.0
8.77,74.75,0.0
9.2,72.39,0.0
9.18,72.43,0.0
9.1,72.59,0.0
9.08,72.62,0.0
8.62,74.68,0.0
8.19,76.58,0.0
8.03,77.27,0.0
8.29,75.78,0.0
8.38,75.5,0.0
8.12,76.89,0.0
8.12,76.84,0.0
8.05,77.08,0.0
8.06,76.9,0.0
8.0,77.39,0.0
7.91,78.14,0.0
7.94,78.34,0.0
7.87,78.83,0.0
7.78,79.37,0.0
7.7,80.0,0.0
7.42,81.4,0.0
7.39,82.1,0.0
7.52,81.7,0.0
7.62,81.3,0.0
7.84,81.5,0.0
8.14,80.3,0.0
8.25,80.0,0.0
8.0,80.8,0.0
7.99,81.4,0.0
8.11,80.5,0.0
8.23,80.2,0.0
8.34,79.81,0.0
8.21,80.4,0.0
8.15,80.6,0.0
8.24,80.1,0.0
8.07,81.1,0.0
8.14,81.0,0.0
8.26,80.5,0.0
8.29,80.4,0.0
8.15,81.2,0.0
8.29,80.4,0.0
8.48,79.26,0.0
8.58,78.53,0.0
9.11,76.13,0.0
8.23,81.1,0.0
8.32,80.8,0.0
9.21,76.63,0.0
10.08,73.16,0.0
9.91,74.21,0.0
10.77,70.91,0.0
11.14,70.87,0.0
11.18,70.84,0.0
11.23,71.12,0.0
11.33,71.03,0.0
11.36,71.1,0.0
11.26,71.84,0.0
11.22,71.86,0.0
11.24,71.94,0.0
11.2,73.01,0.0
11.18,74.23,0.0
11.2,75.08,0.0
11.14,75.95,0.0
10.99,76.8,0.0
10.86,77.47,0.0
10.71,78.33,0.0
10.63,79.11,0.0
10.54,79.66,0.0
10.44,80.2,0.0
10.42,80.8,0.0
10.44,81.0,0.0
10.46,81.1,0.0
10.2,84.7,0.0
9.64,90.0,0.1
9.32,88.7,0.1
9.06,87.2,0.0
8.9,87.7,0.0
8.86,88.5,0.0
8.91,89.0,0.0
9.1,87.6,0.0
9.43,80.0,0.0
9.35,75.39,0.0
9.25,73.27,0.0
9.23,71.94,0.0
9.27,71.58,0.0
9.31,70.62,0.0
9.47,69.71,0.0
10.04,68.26,0.0
10.37,65.69,0.0
9.6,65.62,0.0
9.17,65.21,0.0
9.21,65.44,0.0
9.25,65.51,0.0
9.3,65.76,0.0
9.27,66.2,0.0
9.47,66.04,0.0
10.03,64.41,0.0
10.14,64.49,0.0
9.95,65.12,0.0
9.77,66.13,0.0
9.79,65.91,0.0
9.77,66.09,0.0
9.71,66.65,0.0
9.62,67.29,0.0
9.56,67.47,0.0
9.51,67.97,0.0
9.5,68.18,0.0
9.46,67.95,0.0
9.29,68.59,0.0
9.13,69.32,0.0
8.96,70.52,0.0
8.82,70.43,0.0
8.64,71.4,0.0
8.4,72.81,0.0
8.18,74.4,0.0
8.01,75.44,0.0
8.06,75.68,0.0
8.01,76.19,0.0
7.99,76.6,0.0
8.02,77.11,0.0
8.07,77.43,0.0
8.15,77.35,0.0
8.25,77.35,0.0
8.33,78.71,0.0
8.13,81.6,0.0
8.14,81.4,0.0
8.26,80.6,0.0
8.33,80.7,0.0
8.37,80.9,0.0
8.15,84.7,0.2
7.58,89.6,0.6
6.74,91.8,0.4
6.38,94.4,0.2
6.24,94.3,0.1
5.9,93.9,0.0
5.71,93.0,0.0
5.63,93.8,0.1
5.62,94.8,0.0
5.51,96.0,0.1
5.5,95.5,0.0
5.54,95.1,0.0
5.58,94.3,0.0
5.57,93.8,0.0
5.54,92.6,0.0
5.43,91.7,0.0
5.35,90.9,0.0
5.24,90.2,0.0
5.11,89.6,0.0
4.94,89.4,0.0
4.81,89.0,0.0
4.63,89.7,0.0
4.51,89.6,0.0
4.43,89.2,0.0
4.37,89.2,0.0
4.31,88.9,0.0
4.31,88.0,0.0
4.21,88.9,0.0
4.1,89.2,0.0
4.01,88.7,0.0
3.98,88.0,0.0
3.81,88.9,0.0
3.75,89.6,0.0
3.81,89.3,0.0
3.82,89.0,0.0
3.75,89.6,0.0
3.63,90.2,0.0
3.51,90.5,0.0
3.39,91.2,0.0
3.28,91.4,0.0
3.28,91.1,0.0
3.24,91.0,0.0
3.2,91.0,0.0
3.12,90.8,0.0
3.02,90.9,0.0
2.86,91.7,0.0
2.74,92.3,0.0
2.64,92.5,0.0
2.7,92.1,0.0
2.72,91.8,0.0
2.71,91.7,0.0
2.69,91.5,0.0
2.59,91.7,0.0
2.45,92.4,0.0
2.44,92.3,0.0
2.41,92.3,0.0
2.35,92.5,0.0
2.33,92.2,0.0
2.34,91.9,0.0
2.33,91.7,0.0
2.37,91.2,0.0
2.34,91.1,0.0
2.25,91.4,0.0
2.17,91.4,0.0
2.09,91.5,0.0
2.03,91.7,0.0
2.05,91.6,0.0
2.03,91.7,0.0
1.97,91.5,0.0
1.9,91.8,0.0
1.79,92.2,0.0
1.9,92.1,0.0
2.03,91.9,0.0
2.05,92.1,0.0
2.07,92.0,0.0
2.24,91.1,0.0
2.33,91.2,0.0
2.3,91.5,0.0
2.42,91.5,0.0
2.57,90.6,0.0
2.98,88.2,0.0
3.14,87.7,0.0
3.14,87.9,0.0
3.5,86.6,0.0
3.95,84.7,0.0
4.17,84.7,0.0
4.67,81.5,0.0
4.91,81.1,0.0
4.84,79.62,0.0
4.81,80.0,0.0
4.8,79.56,0.0
4.68,80.0,0.0
4.76,80.1,0.0
4.9,79.72,0.0
4.79,80.1,0.0
4.96,80.0,0.0
5.09,78.76,0.0
4.96,79.65,0.0
5.41,77.92,0.0
5.23,79.77,0.0
4.95,82.6,0.0
5.08,81.2,0.0
5.04,82.7,0.0
5.18,83.1,0.0
5.59,81.0,0.0
5.99,77.15,0.0
5.33,81.9,0.0
4.83,87.3,0.0
4.9,88.1,0.0
5.03,86.3,0.0
4.99,85.9,0.1
4.78,87.8,0.0
4.58,90.3,0.0
4.58,91.2,0.1
4.49,91.8,0.0
4.41,91.8,0.1
4.56,91.0,0.0
4.97,88.1,0.0
5.0,87.2,0.0
5.04,85.7,0.0
4.76,85.9,0.0
4.47,87.6,0.0
4.22,88.8,0.0
4.07,90.0,0.0
4.04,90.9,0.0
3.93,91.5,0.0
3.8,92.3,0.0
3.84,91.4,0.0
3.86,90.8,0.0
3.88,90.9,0.0
4.02,90.3,0.0
4.09,90.0,0.0
4.13,89.6,0.0
4.1,89.9,0.0
4.07,90.2,0.0
3.97,90.9,0.0
4.01,90.9,0.0
3.96,91.6,0.0
3.93,91.9,0.0
3.82,92.2,0.0
3.76,92.3,0.0
3.68,92.5,0.0
3.5,93.1,0.0
3.29,93.9,0.0
3.13,94.9,0.0
3.04,95.1,0.0
3.08,94.1,0.0
2.81,94.6,0.0
2.61,94.9,0.0
2.15,96.5,0.0
1.95,97.9,0.0
1.93,98.0,0.0
1.7,97.5,0.0
1.31,99.0,0.0
1.36,98.5,0.0
1.17,99.2,0.0
1.18,99.7,0.0
1.1,100.0,0.0
1.05,100.0,0.0
1.01,100.0,0.0
0.87,100.0,0.0
0.58,100.0,0.0
0.32,100.0,0.0
0.28,100.0,0.0
0.06,100.0,0.0
-0.04,100.0,0.0
-0.03,100.0,0.0
-0.02,100.0,0.0
-0.14,100.0,0.0
-0.22,100.0,0.0
-0.57,100.0,0.0
-0.24,100.0,0.0
-0.2,100.0,0.0
-0.32,100.0,0.0
-0.79,100.0,0.0
-1.1,100.0,0.0
-1.27,100.0,0.0
-1.48,100.0,0.0
-1.63,100.0,0.0
-1.54,100.0,0.0
-1.51,100.0,0.0
-1.64,100.0,0.0
-1.82,100.0,0.0
-1.84,100.0,0.0
-1.76,100.0,0.0
-1.75,100.0,0.0
-1.79,100.0,0.0
-1.97,100.0,0.0
-2.1,100.0,0.0
-2.25,100.0,0.0
-2.23,100.0,0.0
-2.34,100.0,0.0
-2.41,100.0,0.0
-2.46,100.0,0.0
-2.44,100.0,0.0
-2.32,100.0,0.0
-2.47,100.0,0.0
-2.55,100.0,0.0
-2.59,100.0,0.0
-2.55,100.0,0.0
-2.49,100.0,0.0
-2.64,100.0,0.0
-2.6,100.0,0.0
-2.64,100.0,0.0
-2.79,100.0,0.0
-2.76,100.0,0.0
-2.65,100.0,0.0
-2.65,100.0,0.0
-2.54,100.0,0.0
-2.51,100.0,0.0
-2.61,100.0,0.0
-2.73,100.0,0.0
-2.87,100.0,0.0
-2.85,100.0,0.0
-2.74,100.0,0.0
-2.47,100.0,0.0
-2.26,100.0,0.0
-2.08,100.0,0.0
-1.85,100.0,0.0
-1.78,100.0,0.0
-1.71,100.0,0.0
-1.45,100.0,0.0
-1.49,100.0,0.0
-1.36,100.0,0.0
-1.11,100.0,0.0
-0.95,100.0,0.0
-0.85,100.0,0.0
-0.61,100.0,0.0
-0.39,100.0,0.0
-0.26,100.0,0.0
-0.2,100.0,0.0
0.04,100.0,0.0
0.57,100.0,0.0
1.08,100.0,0.0
1.89,100.0,0.0
2.47,99.6,0.0
2.87,93.4,0.0
3.27,87.2,0.0
3.87,81.4,0.0
4.23,76.83,0.0
4.67,70.19,0.0
4.78,66.18,0.0
4.88,65.68,0.0
5.18,64.57,0.0
5.27,63.24,0.0
5.19,62.5,0.0
5.16,61.83,0.0
5.12,62.22,0.0
5.12,62.22,0.0
5.18,60.98,0.0
5.29,60.41,0.0
5.39,59.45,0.0
5.39,58.23,0.0
5.53,57.68,0.0
5.61,56.43,0.0
5.83,54.42,0.0
5.78,53.86,0.0
5.62,53.7,0.0
5.55,53.7,0.0
5.57,53.33,0.0
5.59,53.61,0.0
5.53,54.31,0.0
5.41,54.48,0.0
5.33,54.87,0.0
5.3,54.72,0.0
4.97,55.6,0.0
4.85,56.29,0.0
4.81,55.95,0.0
4.73,55.5,0.0
4.52,56.63,0.0
4.34,57.55,0.0
4.21,58.08,0.0
4.08,58.62,0.0
4.05,58.38,0.0
3.97,58.82,0.0
3.97,58.34,0.0
4.06,58.2,0.0
4.06,58.75,0.0
4.06,58.75,0.0
4.01,58.83,0.0
3.99,58.83,0.0
3.95,59.02,0.0
3.92,59.33,0.0
3.92,58.97,0.0
3.92,59.5,0.0
3.53,62.6,0.0
3.08,64.45,0.0
2.95,65.23,0.0
2.97,65.02,0.0
2.96,65.2,0.0
3.03,65.21,0.0
3.27,63.14,0.0
3.37,63.04,0.0
3.22,63.75,0.0
3.23,64.51,0.0
3.29,64.78,0.0
3.66,63.43,0.0
3.99,62.67,0.0
4.09,62.63,0.0
4.16,62.41,0.0
4.19,62.49,0.0
4.22,62.92,0.0
4.2,63.31,0.0
4.16,63.98,0.0
4.15,64.44,0.0
4.18,64.65,0.0
4.17,64.95,0.0
4.16,65.43,0.0
4.17,65.95,0.0
4.03,67.4,0.0
3.75,69.28,0.0
3.65,70.0,0.0
3.91,68.49,0.0
4.33,66.04,0.0
4.55,65.52,0.0
4.62,65.65,0.0
4.39,67.78,0.0
4.42,68.25,0.0
